id,journaltitle,url,added_date
660,Ladder Publishing House,http://www.ladderpublishers.org/,6/13/20 6:49 PM
661,Landmark Research Journals,http://www.landmarkresearchjournals.org/lrjbme/index.php,6/13/20 6:49 PM
662,LAR,http://www.thelar.org/,6/13/20 6:49 PM
663,Lawarence Press,http://lawarencepress.com/,6/13/20 6:49 PM
664,Lecolink Research Journals,http://www.lecolinkresearchjournals.org/index.php,6/13/20 6:49 PM
665,Lectito Journals,http://www.lectitojournals.com/,6/13/20 6:49 PM
666,Leena & Luna International,http://www.ajssh.leena-luna.co.jp/,6/13/20 6:49 PM
667,Lexis Publisher,http://lexispublisher.com/index.html,6/13/20 6:49 PM
668,Library of Academic Resources (LAR),http://thelar.ca/,6/13/20 6:49 PM
669,Lifescience Global,http://www.lifescienceglobal.com/,6/13/20 6:49 PM
670,LifeSciFeed Ventures,http://www.lifescifeed.com/index.htm,6/13/20 6:49 PM
671,Lighthouse Journal Publication (Lighthouse Journals),http://www.lighthousejournals.org/index.php,6/13/20 6:49 PM
672,Literati Scientific and Publishers  (Literati Publishers),http://literatipublishers.com/Journal/index.html,6/13/20 6:49 PM
673,London Journals Press,http://journalspress.com/,6/13/20 6:49 PM
674,Longbridge Publishing Company,http://www.lbrpublishing.com/,6/13/20 6:49 PM
675,Look Academic Publishers,http://lookacademy.nl/,6/13/20 6:49 PM
676,Lorem Journals,http://loremjournals.com/index.php,6/13/20 6:49 PM
677,Macoctagon Journals,http://www.macoctagonjournals.org/,6/13/20 6:49 PM
678,macroJournals,http://macrojournals.com/home,6/13/20 6:49 PM
679,Macrothink Institute,http://www.macrothink.org/,6/13/20 6:49 PM
680,MacroWorld,http://www.macroworldpub.com/,6/13/20 6:49 PM
681,Madridge Publishers,http://madridge.org/,6/13/20 6:49 PM
682,Mainspringer,http://mainspringer.com/pub_site/,6/13/20 6:49 PM
683,Management Journals,http://www.managementjournals.org/index.php,6/13/20 6:49 PM
684,Marsland Press,http://www.sciencepub.net/,6/13/20 6:49 PM
685,Mary and Sam Research Academia,http://www.marynsam.co.uk/,6/13/20 6:49 PM
686,Maryland Institute of Research,http://miredu.org/,6/13/20 6:49 PM
687,MASAUM Network,http://www.masaumnet.com/,6/13/20 6:49 PM
688,Mathews Open Access Journals,http://www.mathewsopenaccess.com/,6/13/20 6:49 PM
689,Maxwell Scientific Organization,http://maxwellsci.com/jlist.php,6/13/20 6:49 PM
690,MAYFEB Technology Development,http://www.mayfeb.com/OJS/,6/13/20 6:49 PM
691,McMed International,http://mcmed.us/,6/13/20 6:49 PM
692,Meas Publishing Ltd,http://measpublishing.co.uk/,6/13/20 6:49 PM
693,MECS  (Modern Education and Computer Science Press),http://www.mecs-press.org/,6/13/20 6:49 PM
694,MedCrave,http://medcraveonline.com/,6/13/20 6:49 PM
695,Medical science,http://www.ghrnet.org/index.php/index/index,6/13/20 6:49 PM
696,Medical Science Journals [Link dead as of 2012-11-14],http://medical.sciencejournals.cc/,6/13/20 6:49 PM
697,Medip Academy,http://www.medipacademy.com/,6/13/20 6:49 PM
698,"Mediterranean Center of Social and Educational Research (MCSER) - (note: from January 2017 this publisher's journals are published by De Gruyter Open, a legitimate open-access publisher)",http://mcser.org/,6/13/20 6:49 PM
699,MEDNANO Publications,http://www.medtechnano.com/,6/13/20 6:49 PM
700,Medwell Journals,http://www.medwelljournals.com/home.php,6/13/20 6:49 PM
701,Medwin Publishers,http://medwinpublishers.org/,6/13/20 6:49 PM
702,Meghana Publications,http://meghanapublications.com/index.php,6/13/20 6:49 PM
703,Mehta Press,http://www.mehtapress.com/,6/13/20 6:49 PM
704,Merit Research Journals,http://meritresearchjournals.org/index.htm,6/13/20 6:49 PM
705,Meta Research Press,http://www.mrpress.org/,6/13/20 6:49 PM
706,MNK Publication,http://www.mnkjournals.com/index.htm,6/13/20 6:49 PM
707,Modern Research Publishers,http://www.modernrespub.org/,6/13/20 6:49 PM
708,Modern Scientific Press,http://modernscientificpress.com/,6/13/20 6:49 PM
709,Mr. Scholar,https://www.mrscholar.com/,6/13/20 6:49 PM
710,Muhammadon Centre for Research and Development (MCRD),http://www.muhammadon.org/index.php,6/13/20 6:49 PM
711,MuK Publications & Distributions,http://www.mukpublications.com/,6/13/20 6:49 PM
712,Multidisciplinary Journals,http://www.multidisciplinaryjournals.com/,6/13/20 6:49 PM
713,Mustang Journals,http://mustangjournals.com/index.html,6/13/20 6:49 PM
714,N&N Global Technology (NNGT),http://www.nngt.org/,6/13/20 6:49 PM
715,Narain Publishers Pvt. Ltd (NPPL),http://www.npplweb.com/,6/13/20 6:49 PM
716,National Association of Scholars (Национальная ассоциация ученых : НАУ),http://national-science.ru/,6/13/20 6:49 PM
717,National College of Physicians,https://www.ncnp.org/medical-journals.html,6/13/20 6:49 PM
718,Natural Sciences Publishing Corporation,http://www.naturalspublishing.com/index.asp,6/13/20 6:49 PM
719,Naturepub,http://naturepub.org/,6/13/20 6:49 PM
720,Nauk Publication,http://www.naukpublication.org/,6/13/20 6:49 PM
721,+Nemis Journals,http://www.nemisjournals.org/,6/13/20 6:49 PM
722,Nessa Publishers (NP),http://www.nessapublishers.com/index.php,6/13/20 6:49 PM
723,Net Journals,http://www.netjournals.org/,6/13/20 6:49 PM
724,New Century Publishing Group,http://www.newcpress.com/,6/13/20 6:49 PM
725,New Century Science Press,http://www.newcenturyscience.com/,6/13/20 6:49 PM
726,New Delhi Publisher,http://ndpublisher.in/index.php,6/13/20 6:49 PM
727,New Ground Research Journals,http://www.newgroundresjournals.org/,6/13/20 6:49 PM
728,New Science Series Journals (NSSJ),http://web.newscienceseries.com/,6/13/20 6:49 PM
729,New Scientist Publishers,http://www.newscientistpublish.com/,6/13/20 6:49 PM
730,New World Publishing,http://www.newworldpub.com/homepage.html,6/13/20 6:49 PM
731,New World Sciences Academy,http://www.newwsa.com/,6/13/20 6:49 PM
732,Newpubli,http://www.newpubli.com/index.shtml,6/13/20 6:49 PM
733,Nexus Academic Publishers (NAP),http://nexusacademicpublishers.com/,6/13/20 6:49 PM
734,nhsJournal,http://nhsjournals.org/,6/13/20 6:49 PM
735,Noble Academic Publisher (NAP),http://napublisher.org/,6/13/20 6:49 PM
736,Nobel International Journals,http://www.nobel.gen.tr/,6/13/20 6:49 PM
737,NobleResearch,http://nobleresearch.org/,6/13/20 6:49 PM
738,Non Olympic Times,http://www.nonolympictimes.org/,6/13/20 6:49 PM
739,North American Research Publishing,http://www.narpub.com/,6/13/20 6:49 PM
740,North Asian International Research Journal Consortium (NAIRJC),http://www.nairjc.com/,6/13/20 6:49 PM
741,North Atlantic University Union,http://www.naun.org/wseas/cms.action,6/13/20 6:49 PM
742,Noto-are,https://www.notoare.com/,6/13/20 6:49 PM
743,Nova Explore Publications,http://novaexplore.com/,6/13/20 6:49 PM
744,Novel Science,http://www.nvlscience.com/,6/13/20 6:49 PM
745,Novelty Journals (see also Social Science Journals),https://beallslist.net/,6/13/20 6:49 PM
746,Novus Scientia Journals,http://novusscientia.org/index.php,6/13/20 6:49 PM
747,Nuclei Online,http://nucleionline.org/,6/13/20 6:49 PM
748,OA Publishing London,http://oapublishinglondon.com/index.php,6/13/20 6:49 PM
749,"OAE Publishing, Inc. (OAE) (OAE)",http://oaepublish.com/,6/13/20 6:49 PM
750,Oak-Fortress Journals,http://oakfortressjournals.org/index.php,6/13/20 6:49 PM
751,OASP Journals,http://www.oaspjournal.org/,6/13/20 6:49 PM
752,Oceanic Journals,http://oceanicjournals.org/,6/13/20 6:49 PM
753,Ology Science,http://ologyscience.com/index.php,6/13/20 6:49 PM
754,OMICS International (OMICS Publishing Group),http://www.omicsonline.org/,6/13/20 6:49 PM
755,Ommega Publishers,http://ommegaonline.com/,6/13/20 6:49 PM
756,OneCentral Press,http://www.onecentralpress.com/,6/13/20 6:49 PM
757,Online Journals Management System (OJMS),http://onlinejournals.oscij.com/index.php/index/index,6/13/20 6:49 PM
758,Online Research Journals,http://onlineresearchjournals.org/index.htm,6/13/20 6:49 PM
759,Online Science Publishing,http://onlinesciencepublishing.com/,6/13/20 6:49 PM
760,OPAST,http://www.opastonline.com/,6/13/20 6:49 PM
761,Open Access eBooks,http://openaccessebooks.com/,6/13/20 6:49 PM
762,Open Academic Press,http://www.openacademicpress.de/,6/13/20 6:49 PM
763,Open Access Journal Limited (The OJAL),http://theojal.com/,6/13/20 6:49 PM
764,Open Access Journals,http://www.openaccessjournals.com/,6/13/20 6:49 PM
765,Open Access Journals Publishing Company,http://oaj-pc.com/,6/13/20 6:49 PM
766,Open Access Library,http://www.oalib.com/,6/13/20 6:49 PM
767,Open Access Pub also here,https://beallslist.net/,6/13/20 6:49 PM
768,Open Access Publishing Group,http://oapub.org/edu/index.php/index,6/13/20 6:49 PM
769,Open Access Science Research Publisher (OASRP),http://openaccessscience.com/,6/13/20 6:49 PM
770,"Open Access Text (OAT, OA Text)",http://oatext.com/,6/13/20 6:49 PM
771,Open BioMedical Publishing Corporation (OBM) (note: see also LIDSEN Publishing Inc.),https://beallslist.net/,6/13/20 6:49 PM
772,Open Journal Systems,http://ambs-journal.co.uk/ojs-2.4.7-1/index.php/index,6/13/20 6:49 PM
773,Open Knowledge Journals,http://okjournals.org/,6/13/20 6:49 PM
774,Open Research and Science Library (ORSlib),http://www.orslib.org/index.html,6/13/20 6:49 PM
775,Open Research Network,http://www.openresearchnetwork.org/,6/13/20 6:49 PM
776,Open Research Society,http://www.open-knowledge-society.org/,6/13/20 6:49 PM
777,Open Science,http://www.openscienceonline.com/,6/13/20 6:49 PM
778,Open Science Publications,http://www.opensciencepublications.com/,6/13/20 6:49 PM
779,OpenAccessPub also here,https://beallslist.net/,6/13/20 6:49 PM
780,Openventio Publishsers,http://openventio.org/,6/13/20 6:49 PM
781,OPR Science,http://oprscience.com/,6/13/20 6:49 PM
782,ORB Academic Publisher,http://www.orb-academic.org/,6/13/20 6:49 PM
783,Orbit Research and Development,http://www.orbitjournals.com/index.php,6/13/20 6:49 PM
784,ORIC Publications ,http://www.oricpub.com/,6/13/20 6:49 PM
785,Ozean Publications,http://ozelacademy.com/,6/13/20 6:49 PM
786,Pacesetter Online Publishers,http://pacesetteronlinepublishers.org/,6/13/20 6:49 PM
787,Pacific Group of e-Journals (PaGe),http://pacificejournals.com/,6/13/20 6:49 PM
788,Pak Publishing Group,http://www.pakinsight.com/,6/13/20 6:49 PM
789,Pakistan Science Mission (PSM),http://psmpublishers.org/,6/13/20 6:49 PM
790,Palgo Journals,http://www.palgojournals.org/,6/13/20 6:49 PM
791,Panacea Research Library,http://prlpublisher.com/,6/13/20 6:49 PM
792,Paper Publications (see also Social Science Journals),https://beallslist.net/,6/13/20 6:49 PM
793,PaperSciences Research Publisher,http://www.papersciences.com/,6/13/20 6:49 PM
794,Paramount Journals,http://www.paramountjournals.com/,6/13/20 6:49 PM
795,PBS Journals,http://pbsjournals.com/index.php,6/13/20 6:49 PM
796,Peak Journals,http://www.peakjournals.org/index.html,6/13/20 6:49 PM
797,Pearl Publication,http://www.pearlpub.com/,6/13/20 6:49 PM
798,Pearl Research Journals,http://www.pearlresearchjournals.org/,6/13/20 6:49 PM
799,Peertechz (Peer Teechz),http://www.peertechz.com/,6/13/20 6:49 PM
800,Pelagia Research Library,http://pelagiaresearchlibrary.com/index.html,6/13/20 6:49 PM
801,Pencil Academic Press,http://www.pencilacademicpress.org/,6/13/20 6:49 PM
802,Pezzottaite Journals,http://pezzottaitejournals.net/pezzottaite/,6/13/20 6:49 PM
803,Pharma Intelligence,http://www.pharmaintelligence.org/,6/13/20 6:49 PM
804,Pharma Publisher,http://www.pharmapublisher.com/,6/13/20 6:49 PM
805,Pharma Research Library,http://www.pharmaresearchlibrary.com/,6/13/20 6:49 PM
806,Pharmaceutical Research Foundation,http://pharmresfoundation.com/,6/13/20 6:49 PM
807,PharmaInfo,http://www.pharmainfo.in/,6/13/20 6:49 PM
808,PharmaInterScience Publishers,http://www.pharmainterscience.com/,6/13/20 6:49 PM
809,Pharmascope Publications,http://www.pharmascope.org/,6/13/20 6:49 PM
810,Philippine Association of Institutions for Research (PAIR),http://philair.ph/publication/index.php/index/index,6/13/20 6:49 PM
811,Photon Foundation,https://sites.google.com/site/photonfoundationorganization/,6/13/20 6:49 PM
812,Pinnacle Journal Publication,http://pjpub.org/,6/13/20 6:49 PM
813,Pinnacle Research Journals (PRJ),http://prj.co.in/,6/13/20 6:49 PM
814,Pioneer Scientific Publisher,http://www.pspchv.com/,6/13/20 6:49 PM
815,PiscoMed Publishing,http://www.piscomed.com/,6/13/20 6:49 PM
816,Planetary Scientific Research Center (PSRC),http://psrcentre.org/,6/13/20 6:49 PM
817,Platinum Global Journals,http://www.platinumglobaljournals.org/,6/13/20 6:49 PM
818,Premier Publishers,http://premierpublishers.org/,6/13/20 6:49 PM
819,PressAcademia,http://www.pressacademia.org/,6/13/20 6:49 PM
820,Prime Journals,http://www.primejournal.org/index.html,6/13/20 6:49 PM
821,Pristine Research Journal Publications (PRJP),http://www.prjp.org/index.htm,6/13/20 6:49 PM
822,Priyanka Research Journal Publication,http://www.prjpublication.com/index.html,6/13/20 6:49 PM
823,Progress Publishing Company SEE International Journal of Academic Research (Publisher),http://www.eu-print.org/ilk.php,6/13/20 6:49 PM
824,Progressive Academic Publishing,http://www.idpublications.org/,6/13/20 6:49 PM
825,Progressive Science Publications,http://www.pscipub.com/MWP/,6/13/20 6:49 PM
826,Project Innovation   also here,https://beallslist.net/,6/13/20 6:49 PM
827,ProJournals (Professional Journals),http://www.projournals.org/,6/13/20 6:49 PM
828,Proscience Journals,http://www.proscience-journals.com/default.php,6/13/20 6:49 PM
829,Prudence Journals,http://www.prudencejournals.org/index.htm,6/13/20 6:49 PM
830,Prudent Journals,http://prudentjournals.org/IRJCP/,6/13/20 6:49 PM
831,Pubicon International Publications (Pubicon Journals),http://www.pubicon.com/,6/13/20 6:49 PM
832,Public Science Framework,http://www.aiscience.org/psf/index.html,6/13/20 6:49 PM
833,Publishing House of Sciences (PHS),http://phosciences.com/,6/13/20 6:49 PM
834,Pulsus Group,http://www.pulsus.com/,6/13/20 6:49 PM
835,Purple Journals,http://www.purplejournals.org/,6/13/20 6:49 PM
836,Pushpa Publishing House,http://www.pphmj.com/,6/13/20 6:49 PM
837,Pyrex Journals,http://www.pyrexjournals.org/,6/13/20 6:49 PM
838,Qingres,http://www.qingres.com/,6/13/20 6:49 PM
839,Quazzy Journals,http://quazzyjournals.org/index.htm,6/13/20 6:49 PM
840,Quest Journals,http://www.questjournals.org/index.html,6/13/20 6:49 PM
841,R&D Modern Research Publication,http://rdmodernresearch.com/,6/13/20 6:49 PM
842,R & S Publications [Link dead as of 2013-07-04],https://sites.google.com/a/randspublications.org/randspublications/home,6/13/20 6:49 PM
843,RAJ Group,http://www.ra-j.org/,6/13/20 6:49 PM
844,Rating Academy,http://ratingacademy.com.tr/web/index.php/en/,6/13/20 6:49 PM
845,Readers Insight Publishers,http://readersinsight.net/,6/13/20 6:49 PM
846,Recent Science,http://recentscience.org/,6/13/20 6:49 PM
847,Red Flower Publication Private Limited,http://www.rfppl.co.in/index.php,6/13/20 6:49 PM
848,RedFame Publishing,http://www.redfame.com/home/,6/13/20 6:49 PM
849,Remedy Publications,http://www.remedypublications.com/,6/13/20 6:49 PM
850,Renu Publishers,https://renupublishers.com/,6/13/20 6:49 PM
851,Research & Analysis Journals (RA Journals),http://www.rajournals.in/,6/13/20 6:49 PM
852,Research Academy of Social Sciences (RASS),http://www.rassweb.com/,6/13/20 6:49 PM
853,Research Alert Journals,http://resealert.com/,6/13/20 6:49 PM
854,Research & Development Organization,https://beallslist.net/,6/13/20 6:49 PM
855,Research and Educational Society,http://www.resindia.org/,6/13/20 6:49 PM
856,The Research and Information Organization (RIO),http://riojournals.com/home/,6/13/20 6:49 PM
857,Research and Knowledge Publication,http://www.rekpub.com/,6/13/20 6:49 PM
858,Research and Scientific Innovation Society (RSIS),http://www.rsisinternational.org/,6/13/20 6:49 PM
859,Research & Reviews (International Journals),http://www.rroij.com/,6/13/20 6:49 PM
860,Research Centre for Management and Social Studies (RCMSS),http://rcmss.com/,6/13/20 6:49 PM
861,Research Consultants and Publisher,http://recopublisher.org/index.php/Recopublisher,6/13/20 6:49 PM
862,Research Foundation for Humanity (RFH),http://rfh.org.pk/,6/13/20 6:49 PM
863,Research India Publications (RIP),http://www.ripublication.com/,6/13/20 6:49 PM
864,Research Institute for Progression of Knowledge (RIPK),http://www.ripknet.org/,6/13/20 6:49 PM
865,"Research Institute for Science, Technology, and Society (RISTaS)",http://journal.ristas.org/,6/13/20 6:49 PM
866,Research Journal,http://www.researchjournalz.com/,6/13/20 6:49 PM
867,ResearchLEAP,http://researchleap.com/,6/13/20 6:49 PM
868,Research Open,http://researchopenworld.com/,6/13/20 6:49 PM
869,Research Publish Journals (see also Social Science Journals),https://beallslist.net/,6/13/20 6:49 PM
870,Research Publisher,http://researchpub.org/index.html,6/13/20 6:49 PM
871,Research Publishing Group,http://rpublishing.org/,6/13/20 6:49 PM
872,"Research, Science, and Technology Publishers (RST)",http://rstpublishers.com/,6/13/20 6:49 PM
873,Research Script,http://researchscript.com/,6/13/20 6:49 PM
874,Research Trend,http://www.researchtrend.net/,6/13/20 6:49 PM
875,Research WebPub,http://www.researchwebpub.org/,6/13/20 6:49 PM
876,Researchjournali,http://www.researchjournali.com/index.php,6/13/20 6:49 PM
877,Revistas Academicas,http://revistas-academicas.com/,6/13/20 6:49 PM
878,Revotech Press,http://www.revotechpress.com/,6/13/20 6:49 PM
879,RG Education Society (RG Journals of Scientific Research),http://www.rgsociety.org/,6/13/20 6:49 PM
880,Rising Vision (RV),http://www.risingvision.org/index.html,6/13/20 6:49 PM
881,Ross Science Publishers,http://rossscience.org/index.php,6/13/20 6:49 PM
882,RS Publication,http://rspublication.com/,6/13/20 6:49 PM
883,"Rutveg Publishing, Inc.",http://www.rutveg.com/,6/13/20 6:49 PM
884,RW|ResearchWorld,http://researchworld.org/,6/13/20 6:49 PM
885,Sacha And Diamond Academic Publishers,http://www.sachajournals.com/,6/13/20 6:49 PM
886,Sageya Publishers,http://www.jicep.com/?page=aboutsageya,6/13/20 6:49 PM
887,Sadguru Publications,http://www.sadgurupublications.com/ContactUs.aspx,6/13/20 6:49 PM
888,Sai Om Publications,http://www.saiompublications.com/,6/13/20 6:49 PM
889,Sai Scientific Communications,http://sphinxsai.com/index.htm,6/13/20 6:49 PM
890,Sakun Publishing House (SPH),http://www.ijplsjournal.com/index.html,6/13/20 6:49 PM
891,SAMANM Group of Research Publications (SGRP),http://www.samanmjournals.org/,6/13/20 6:49 PM
892,Sanford Inter Science Press,http://sispress.org/,6/13/20 6:49 PM
893,Sans Publishing Group,http://www.sansgroup.org/,6/13/20 6:49 PM
894,Sapient Press,http://www.sapientpress.com/index.html,6/13/20 6:49 PM
895,Savant Journals,http://savantjournals.org/,6/13/20 6:49 PM
896,SAVAP International,http://www.journals.savap.org.pk/,6/13/20 6:49 PM
897,Savvy Science Publisher,http://savvysciencepublisher.com/,6/13/20 6:49 PM
898,Scholar Journals [Link dead as of 2013-04-20],http://www.scholarjournals.org/,6/13/20 6:49 PM
899,Scholar People,http://scholarpeople.org/,6/13/20 6:49 PM
900,Scholar Publications,http://www.scholarpublications.in/index.html,6/13/20 6:49 PM
901,Scholar Science Journals,http://www.ssjournals.com/,6/13/20 6:49 PM
902,ScholArena (also here),https://beallslist.net/,6/13/20 6:49 PM
903,Scholarlink Resource Centre Limited,http://scholarlinkresearch.com/,6/13/20 6:49 PM
904,Scholarly and Academic Research Journals (SARJ),http://www.sarjournals.org/index.html,6/13/20 6:49 PM
905,Scholarly Journals,http://scholarly-journals.com/index.htm,6/13/20 6:49 PM
906,Scholarly Research Journal’s,http://www.srjis.com/,6/13/20 6:49 PM
907,Scholarly Research Publisher,http://www.srpublishers.org/,6/13/20 6:49 PM
908,Scholars Academic and Scientific Publishers (SAS Publishers),http://saspublisher.com/,6/13/20 6:49 PM
909,Scholars Scitech Research,http://www.scischolars.com/,6/13/20 6:49 PM
910,Scholars Middle East Publishers,http://scholarsmepub.com/,6/13/20 6:49 PM
911,Scholars Research Library,http://scholarsresearchlibrary.com/,6/13/20 6:49 PM
912,ScholarsHub.net,http://www.scholarshub.net/,6/13/20 6:49 PM
913,Scholedge R&D Center,http://thescholedge.org/,6/13/20 6:49 PM
914,Scholink,http://www.scholink.org/Home.html,6/13/20 6:49 PM
915,Scholoxy Publications,http://www.scholoxy.org/open-access-journals.php,6/13/20 6:49 PM
916,Sci-Afric Publishers,http://www.sci-africpublishers.org/,6/13/20 6:49 PM
917,Sci-Edit Publications,http://sci-edit.net/journal/,6/13/20 6:49 PM
918,Sci Forschen,http://sciforschenonline.org/,6/13/20 6:49 PM
919,SciDoc Publishers,http://scidoc.org/index.php,6/13/20 6:49 PM
920,Sciedu Press,http://sciedu.ca/web/,6/13/20 6:49 PM
921,Science & Engineering Research Support soCiety (SERSC),http://www.sersc.org/,6/13/20 6:49 PM
922,Science & Knowledge Publishing Corporation Limited,http://scik.org/,6/13/20 6:49 PM
923,The Science and Information Organization (SAI),http://thesai.org/,6/13/20 6:49 PM
924,Science and Knowledge Research Society (SandK Research Society),http://www.sandkrs.com/index-2.html,6/13/20 6:49 PM
925,Science Academy Publisher,http://www.sciacademypublisher.com/,6/13/20 6:49 PM
926,Science Alert,http://scialert.net/index.php,6/13/20 6:49 PM
927,Science and Education Centre of North America,http://www.todayscience.org/,6/13/20 6:49 PM
928,Science and Education (SciEP sciepub.com),http://www.sciepub.com/portal/Home,6/13/20 6:49 PM
929,Science and Engineering Publishing Company,http://www.seipub.org/,6/13/20 6:49 PM
930,Science and Technology Central,http://scitechc.com/index.php/index,6/13/20 6:49 PM
931,Science and Technology Publishing,http://www.scitecpub.com/,6/13/20 6:49 PM
932,Science Arena Publications,http://sciarena.com/MWP/,6/13/20 6:49 PM
933,Science Education Foundation,http://www.ejournalnet.com/,6/13/20 6:49 PM
934,Science Explorer Publications (explorerpub.com),http://explorerpub.com/en/,6/13/20 6:49 PM
935,Science Fair Open Library (SFOL),http://www.sciencefairopenlib.com/index.html,6/13/20 6:49 PM
936,ScienceFlora,http://scienceflora.org/,6/13/20 6:49 PM
937,Science Huβ,http://scihub.org/,6/13/20 6:49 PM
938,Science Instinct Publications,http://www.sciipub.com/,6/13/20 6:49 PM
939,Science Journal Publication (SJP),http://www.sjpub.org/,6/13/20 6:49 PM
940,Science Park Journals,http://scienceparkjournals.com/,6/13/20 6:49 PM
941,Science Park Research Organization and Counseling (SPROC),http://www.sproc.org/index.htm,6/13/20 6:49 PM
942,Science Publications (www.thescipub.com),http://www.thescipub.com/,6/13/20 6:49 PM
943,Science Publications (www.sciencepublication.org),http://www.sciencepublication.org/,6/13/20 6:49 PM
944,The Science Publishers (TSP),http://thesciencepublishers.com/,6/13/20 6:49 PM
945,Science Publishing Corporation,http://www.sciencepubco.com/,6/13/20 6:49 PM
946,Science Publishing Group (also known as SciencePG and SCIPG),https://beallslist.net/,6/13/20 6:49 PM
947,Science Q Publishing Group,http://www.scienceq.org/,6/13/20 6:49 PM
948,Science Record Journals,http://www.sciencerecord.com/,6/13/20 6:49 PM
949,Science Research Association (SCIREA),http://www.scirea.org/,6/13/20 6:49 PM
950,Science Research Library (SRL),http://www.scienceresearchlibrary.com/,6/13/20 6:49 PM
951,Science Sights,http://sciencesights.com/j/home.php?x=0,6/13/20 6:49 PM
952,Science Signpost Publishing Inc. (SSPub),http://www.ss-pub.org/,6/13/20 6:49 PM
953,Science Target,http://www.sciencetarget.com/,6/13/20 6:49 PM
954,Science Web Publishing (Scienceweb Publishing),http://www.sciencewebpublishing.net/,6/13/20 6:49 PM
955,ScienceDomain International   also here.,https://beallslist.net/,6/13/20 6:49 PM
956,Scienceline Publications,http://www.science-line.com/index/,6/13/20 6:49 PM
957,ScienceSolve,http://www.sciencesolve.com/,6/13/20 6:49 PM
958,Sciences & Engineering Research Publication,http://www.scenrp.com/,6/13/20 6:49 PM
959,ScienceScript,http://www.sciencescript.org/,6/13/20 6:49 PM
960,Scienpress Ltd.,http://www.scienpress.com/Default.asp,6/13/20 6:49 PM
961,Sciencevier,http://sciencevier.com/,6/13/20 6:49 PM
962,Scient Open Access,http://scientonline.org/,6/13/20 6:49 PM
963,ScienTech Publisher,http://www.sci-en-tech.com/index.html,6/13/20 6:49 PM
964,Scientia Ricerca,http://scientiaricerca.com/,6/13/20 6:49 PM
965,Scientia Socialis,http://www.scientiasocialis.lt/?q=node/5,6/13/20 6:49 PM
966,Scientific & Academic Publishing,http://www.sapub.org/journal/index.aspx,6/13/20 6:49 PM
967,Scientific Advances Publishers,http://www.scientificadvances.co.in/,6/13/20 6:49 PM
968,Scientific & Academic Publishing (SAP),http://www.sapub.org/journal/index.aspx,6/13/20 6:49 PM
969,Scientific Cooperations,http://ase-scoop.org/journals.html,6/13/20 6:49 PM
970,Scientific Federation (SciFed),http://scientificfederation.com/index.php,6/13/20 6:49 PM
971,Scientific Future,http://scientificfuturegroup.com/,6/13/20 6:49 PM
972,Scientific Institute For Advanced Training and Studies (SIATS),http://www.siats.co.uk/,6/13/20 6:49 PM
973,Scientific Journals,http://www.scientific-journals.co.uk/,6/13/20 6:49 PM
974,Scientific Journals International,http://www.scientificjournals.org/,6/13/20 6:49 PM
975,Scientific Literature,http://www.scientificliterature.org/,6/13/20 6:49 PM
976,Scientific Online Publishing,http://www.scipublish.com/,6/13/20 6:49 PM
977,Scientific Open Access Journals (SOAJ),http://www.scientificoajournals.org/index.php,6/13/20 6:49 PM
978,The Scientific Pages (new website at Scholarly Pages),https://beallslist.net/,6/13/20 6:49 PM
979,Scientific Perspectives Publishing (Scipers),http://waprogramming.com/index.php,6/13/20 6:49 PM
980,Scientific Planet,http://www.sciencebeingjournal.com/,6/13/20 6:49 PM
981,Scientific Platform Online Journals,http://sciplatform.com/journals/index.php/index/index,6/13/20 6:49 PM
982,Scientific Research Gate,http://scigatejournals.com/publications/,6/13/20 6:49 PM
983,Scientific Research Publishing (SCIRP),http://www.scirp.org/,6/13/20 6:49 PM
984,Scientific Times,http://scientifictimes.org/index.html,6/13/20 6:49 PM
985,Scientific Viewers,http://www.scientificviewers.com/,6/13/20 6:49 PM
986,ScientificWebJournals (SWJ),http://www.scientificwebjournals.com/,6/13/20 6:49 PM
987,SciForschen SEE Sci Forschen,http://sciforschenonline.org/,6/13/20 6:49 PM
988,Scigmoid,http://www.scigmoid.com/index.php,6/13/20 6:49 PM
989,Sciknow,http://www.sciknow.org/,6/13/20 6:49 PM
990,Scinzer Scientific Publications,http://www.scinzer.com/,6/13/20 6:49 PM
991,SciPress Ltd,http://www.scipress.com/,6/13/20 6:49 PM
992,SciRes Literature,http://scireslit.com/index.php,6/13/20 6:49 PM
993,SciRex,http://scirexonline.com/,6/13/20 6:49 PM
994,SCITECH,http://scitecresearch.com/,6/13/20 6:49 PM
995,The SciTech Publishers,http://www.thescitechpub.com/publishers/index.aspx,6/13/20 6:49 PM
996,Scitechz,http://scitechz.com/index.html,6/13/20 6:49 PM
997,SciTechnol,http://scitechnol.com/,6/13/20 6:49 PM
998,ScottishGroup Education and Testing Services,http://scottishjournal.co.uk/,6/13/20 6:49 PM
999,Scribes Guild,http://www.scribesguildjournals.org/journals.html,6/13/20 6:49 PM
1000,SEAHI Publications & Academic Journals (SEAHI PAJ),http://seahipaj.org/,6/13/20 6:49 PM
1001,Segment Journals,http://www.segmentjournals.com/,6/13/20 6:49 PM
1002,Seitejournals,http://www.seitejournals.com/,6/13/20 6:49 PM
1003,Serials Publications Pvt Ltd,http://www.serialsjournals.com/,6/13/20 6:49 PM
1004,SETScholars,http://www.setscholars.org/,6/13/20 6:49 PM
